Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_00_576.jpg;0;0;0;4.941424;115.4731;137.7641;0.2683458;297.3616;0.005951835
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_00_643.jpg;0;0;0;4.925463;115.6505;137.4193;359.9211;297.3406;0.009354596
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_00_711.jpg;-1.495171;0;0;4.908807;115.7833;137.1608;359.7165;297.2769;-0.004251204
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_00_776.jpg;-4.501401;0;0;4.885476;115.9149;136.9022;359.5456;297.0225;359.9811
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_00_843.jpg;-7.503126;0;0;4.867114;116.0853;136.5559;359.3642;296.1848;359.8876
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_00_912.jpg;-10.54468;0;0;4.847744;116.2079;136.2942;359.2816;295.1499;359.7406
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_00_976.jpg;-10.67359;0;0;4.818845;116.3244;136.0304;359.2468;293.7868;359.504
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_043.jpg;-7.685773;0;0;4.800596;116.4757;135.6745;359.4264;292.2558;359.2896
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_109.jpg;-4.675906;0;0;4.777537;116.5854;135.4052;359.7014;291.4735;359.211
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_176.jpg;-1.637993;0;0;4.75092;116.6908;135.1357;359.9573;290.9152;359.1048
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_243.jpg;0;0;0;4.735064;116.8283;134.7797;0.1364889;290.6185;359.0084
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_310.jpg;0;0;0;4.720956;116.9299;134.5157;0.1302515;290.5444;359.0168
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_376.jpg;0;0;0;4.700949;117.0298;134.2535;0.04631284;290.5211;359.0522
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_442.jpg;0;0;0;4.685482;117.1613;133.9053;359.9098;290.5194;359.1162
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_510.jpg;0;0;0;4.669666;117.2597;133.645;359.8171;290.5309;359.2024
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_576.jpg;0;0.2002351;0;4.651017;117.3575;133.3853;359.7272;290.5401;359.3015
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_643.jpg;0;0.4016905;0;4.646688;117.4878;133.0387;359.642;290.5469;359.4464
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_710.jpg;0;0.6008248;0;4.650933;117.5857;132.7776;359.6155;290.5475;359.5536
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_776.jpg;0;0.8007839;0;4.671253;117.6842;132.5148;359.6383;290.5471;359.6592
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_843.jpg;0;0.999723;0;4.696714;117.8169;132.1604;359.7658;290.5467;359.7944
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_910.jpg;0;1;0;4.729411;117.9177;131.8912;359.936;290.5468;359.8896
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_01_976.jpg;0;1;0;4.774013;118.0194;131.6193;0.1574819;290.5473;359.9778
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_043.jpg;0;1;0;4.807497;118.1561;131.253;0.4974064;290.5423;0.06953605
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_109.jpg;3.008977;1;0;4.84117;118.26;130.9765;0.7417896;290.6826;0.1141312
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_175.jpg;5.988922;1;0;4.88592;118.3668;130.6991;0.9727137;291.1133;0.1772409
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_242.jpg;8.984842;1;0;4.918654;118.5152;130.3298;1.208586;292.2566;0.2971033
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_308.jpg;5.942037;0.7971463;0;4.946792;118.628;130.0553;1.179975;293.2956;0.2685031
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_375.jpg;3.01123;0.6017592;0;4.98471;118.7455;129.7822;1.079669;294.1777;0.2791902
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_442.jpg;0;0.4007087;0;4.996609;118.907;129.4196;0.9153199;294.7097;0.3812761
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_509.jpg;0;0.1987662;0;5.000313;119.0295;129.1487;0.7620661;294.815;0.4729597
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_575.jpg;0;0.002245426;0;4.9901;119.1521;128.8792;0.5694168;294.8387;0.5497985
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_642.jpg;0;0;0;4.97477;119.3152;128.5223;0.2619036;294.834;0.6322922
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_708.jpg;0;0;0;4.95876;119.4372;128.2561;0.008901991;294.825;0.6777029
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_774.jpg;0;0;0;4.93663;119.5589;127.9899;359.8111;294.8011;0.6661754
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_841.jpg;1.549169;0;0;4.919331;119.7213;127.6358;359.5945;294.8226;0.603049
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_908.jpg;4.547117;0;0;4.902123;119.8447;127.3717;359.471;295.0908;0.5623942
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_02_974.jpg;7.510314;0;0;4.877747;119.9708;127.1092;359.3911;295.6565;0.553535
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_041.jpg;10.49485;0;0;4.858378;120.145;126.7619;359.4189;296.9197;0.5654492
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_108.jpg;13.54491;0;0;4.836871;120.2825;126.5052;359.5172;298.2722;0.6569281
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_174.jpg;15;0;0;4.805318;120.4273;126.2532;359.6739;299.9834;0.8446115
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_242.jpg;15;0;0;4.781311;120.6309;125.9238;0.004444799;302.4625;1.157276
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_307.jpg;12.03585;0;0;4.758378;120.7877;125.6842;0.1185398;304.3651;1.314198
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_373.jpg;9.011625;0;0;4.738962;120.9443;125.4503;359.9932;306.0788;1.248809
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_440.jpg;6.055348;0;0;4.718312;121.1066;125.2205;359.9124;307.2671;1.066653
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_507.jpg;3.049804;0;0;4.69314;121.3334;124.9228;359.8763;308.1945;1.007205
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_573.jpg;0.04412055;0;0;4.675811;121.506;124.702;359.8861;308.5244;0.9622127
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_640.jpg;0;0;0;4.653533;121.679;124.4828;359.89;308.633;0.9101439
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_707.jpg;0;0;0;4.637883;121.9095;124.1928;359.8684;308.6707;0.8288865
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_773.jpg;0;0;0;4.622287;122.0818;123.9767;359.8278;308.6776;0.7600955
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_839.jpg;0;0;0;4.601562;122.2534;123.7615;359.7802;308.6743;0.669792
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_907.jpg;0;0;0;4.586082;122.4813;123.4761;359.7009;308.6677;0.5330909
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_03_973.jpg;0;0;0;4.565432;122.6516;123.2632;359.6263;308.6664;0.4302018
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_041.jpg;0;0;0;4.54987;122.8776;122.9802;359.534;308.6565;0.2693456
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_106.jpg;0;0;0;4.534263;123.0466;122.769;359.4581;308.6542;0.156731
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_174.jpg;0;0;0;4.518958;123.2149;122.5588;359.3758;308.6543;0.05278856
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_240.jpg;0;0;0;4.497993;123.4385;122.2788;359.2972;308.6409;359.8905
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_306.jpg;0;0;0;4.48151;123.6068;122.0697;359.2875;308.656;359.8339
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_373.jpg;0;0;0;4.465666;123.774;121.8612;359.2689;308.6618;359.7757
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_439.jpg;0;0;0;4.445441;123.9411;121.6535;359.263;308.675;359.7501
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_506.jpg;2.991511;0;0;4.428895;124.1645;121.3784;359.2754;308.9096;359.7901
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_572.jpg;6.020905;0;0;4.413383;124.3336;121.1751;359.2704;309.4572;359.897
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_639.jpg;8.997341;0;0;4.391283;124.5054;120.9758;359.2545;310.3812;0.1015663
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_706.jpg;12.0226;0;0;4.371556;124.7405;120.7164;359.2941;312.1941;0.4835861
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_773.jpg;15;0;0;4.349437;124.9225;120.5269;359.4352;313.8762;0.805357
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_838.jpg;15;0;0;4.322036;125.1102;120.3408;359.7568;315.6736;1.066765
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_906.jpg;12.00215;0;0;4.301697;125.3652;120.0997;0.203665;318.1448;1.206424
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_04_972.jpg;8.993579;0;0;4.282709;125.5553;119.9282;0.2092992;319.8962;1.111951
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_038.jpg;6.04037;0;0;4.255614;125.7475;119.7671;359.9737;321.412;1.075023
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_106.jpg;2.982845;0;0;4.238527;126.0102;119.5593;359.7723;322.4835;1.07316
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_171.jpg;0;0;0;4.223259;126.2099;119.4032;359.8036;322.7824;0.9350528
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_238.jpg;0;0;0;4.19925;126.4102;119.2493;359.8425;322.8537;0.8057815
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_305.jpg;0;0.2000699;0;4.187786;126.6773;119.0463;359.8666;322.8797;0.6584997
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_371.jpg;0;0.400245;0;4.183993;126.8777;118.8945;359.883;322.8852;0.5509706
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_438.jpg;0;0.5997899;0;4.193577;127.0788;118.7423;359.9183;322.8871;0.4437524
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_504.jpg;2.986017;0.6025558;0;4.21104;127.3502;118.5395;0.01686516;323.1375;0.346999
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_571.jpg;5.987248;0.4024737;0;4.226084;127.5568;118.3897;0.1105932;323.7192;0.3529903
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_637.jpg;8.986548;0.2025204;0;4.230334;127.7655;118.2437;0.1663119;324.6766;0.4246422
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_706.jpg;12.02593;0;0;4.22172;128.0472;118.059;0.1490485;326.5812;0.6787827
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_771.jpg;14.99499;0;0;4.203841;128.261;117.9301;0.0492835;328.4591;1.00853
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_837.jpg;15;0;0;4.178103;128.4769;117.8077;359.942;330.5478;1.352056
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_904.jpg;15;0;0;4.162388;128.7685;117.6475;0.01527663;333.4259;1.391711
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_05_972.jpg;12.03023;0;0;4.144918;128.9886;117.536;359.9646;335.4937;1.250832
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_037.jpg;9.016764;0;0;4.103665;129.213;117.4353;359.9893;337.0521;1.152987
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_104.jpg;6.035146;0;0;4.083181;129.5149;117.3125;359.9883;338.6728;1.113378
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_170.jpg;2.994819;0.1024854;0;4.069613;129.7422;117.2253;359.9732;339.4654;1.080759
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_237.jpg;0.04254341;0.2993038;0;4.05874;129.9702;117.1398;359.9822;339.8626;1.034346
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_304.jpg;0;0.4994581;0;4.061571;130.2755;117.027;0.004513154;340.0142;0.9692813
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_371.jpg;0;0.6988499;0;4.072931;130.5059;116.9426;0.03745289;340.0383;0.9056248
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_437.jpg;0;0.8993039;0;4.10297;130.7382;116.8577;0.1030486;340.0416;0.82548
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_504.jpg;-1.492424;1;0;4.135737;131.0518;116.7427;0.2609117;339.9674;0.683111
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_570.jpg;-4.488838;0.9007061;0;4.171085;131.2893;116.6528;0.427303;339.582;0.5110049
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_637.jpg;-7.484801;0.7009752;0;4.208215;131.5272;116.5587;0.6176565;338.811;0.2659807
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_704.jpg;-10.48365;0.5010519;0;4.223905;131.8419;116.4249;0.8389769;337.1262;359.8176
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_771.jpg;-7.504241;0.3024247;0;4.23188;132.0746;116.3209;0.8983995;335.7922;359.4803
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_837.jpg;-4.468453;0.1000388;0;4.2332;132.3038;116.2175;0.7643989;334.6174;359.2769
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_903.jpg;-1.475236;0;0;4.22628;132.6021;116.079;0.2660522;333.5841;359.1641
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_06_970.jpg;0;0;0;4.211215;132.8228;115.9716;359.873;333.3682;359.0571
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_036.jpg;0;0.2001572;0;4.193485;133.0449;115.8633;359.6129;333.3447;359.0386
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_103.jpg;0;0.4016583;0;4.188398;133.3465;115.7177;359.6;333.4957;359.2777
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_170.jpg;0;0.6018898;0;4.190318;133.5741;115.6058;359.7117;333.5756;359.4804
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_236.jpg;0;0.800334;0;4.212619;133.8028;115.4922;359.8603;333.6014;359.6574
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_303.jpg;0;0.9993875;0;4.239887;134.1111;115.3389;0.1271019;333.6118;359.8739
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_370.jpg;0;1;0;4.274355;134.3453;115.2224;0.3790556;333.6151;0.02189831
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_435.jpg;0;1;0;4.32143;134.5814;115.1046;0.6422874;333.6086;0.1345941
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_503.jpg;0;0.8988585;0;4.357263;134.8983;114.9453;0.9677336;333.5753;0.2072048
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_569.jpg;0;0.6986799;0;4.387828;135.1372;114.8249;1.179268;333.5401;0.2195158
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_636.jpg;0;0.4977853;0;4.414448;135.3748;114.7038;1.281494;333.5039;0.1393676
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_703.jpg;0;0.2982433;0;4.425395;135.6911;114.5434;1.304185;333.4698;0.0138463
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_770.jpg;-2.991511;0.09880924;0;4.425568;135.9274;114.4242;1.258538;333.3033;-0.003284672
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_836.jpg;-5.987206;0;0;4.410769;136.1612;114.3041;1.147811;332.8408;359.9845
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_904.jpg;-9.004144;0;0;4.395275;136.4665;114.1392;0.8970851;331.6133;359.8297
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_07_970.jpg;-12.00901;0;0;4.378932;136.6898;114.0103;0.6385585;330.2402;359.5886
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_036.jpg;-15;0;0;4.353701;136.907;113.8757;0.3246423;328.4977;359.2224
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_103.jpg;-15;0;0;4.332855;137.188;113.6884;359.8741;325.8573;358.661
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_169.jpg;-15;0;0;4.31645;137.3979;113.5437;359.722;323.8173;358.4596
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_235.jpg;-15;0;0;4.28856;137.6064;113.3927;359.785;321.6886;358.4798
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_303.jpg;-15;0;0;4.265523;137.8761;113.1793;0.02893177;318.6964;358.6685
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_370.jpg;-15;0;0;4.24581;138.0656;113.0134;359.9621;316.5311;358.8928
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_436.jpg;-15;0;0;4.187418;138.2414;112.8372;359.8723;314.575;358.8768
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_502.jpg;-13.53026;0;0;4.164998;138.4673;112.5926;359.9217;311.9963;358.8148
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_570.jpg;-10.48996;0;0;4.146661;138.6308;112.4041;0.0237908;310.2289;358.8019
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_636.jpg;-7.512989;0;0;4.122705;138.7879;112.2149;359.9773;308.7737;358.8643
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_702.jpg;-4.515534;0;0;4.10619;138.9902;111.9575;359.9486;307.4208;358.9248
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_769.jpg;-1.491172;0;0;4.09179;139.1384;111.7625;359.9401;306.848;358.9556
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_835.jpg;0;0;0;4.072481;139.2856;111.5676;359.9391;306.6445;359.0168
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_06_08_902.jpg;0;0;0;4.058471;139.4797;111.3082;359.9117;306.5761;359.104
